work_id,title,description,genre_1,genre_2,genre_3,author,year,url
6375,Gigantic (A Tale of Two Johns),,Documentary,,,,2002,
6377,Finding Nemo,"After his son is captured in the Great Barrier Reef and taken to Sydney, a timid clownfish sets out on a journey to bring him home.",Adventure,Animation,Children|Comedy,Andrew Stanton,2003,https://m.media-amazon.com/images/I/81J-cYKt-2L._AC_SY741_.jpg
6378,"Italian Job, The",,Action,Crime,,,2003,
6379,Wrong Turn,,Horror,Thriller,,,2003,
6380,Capturing the Friedmans,,Documentary,,,,2003,
6382,Together (Han ni Zai Yiki),,Drama,,,,2002,
6383,"2 Fast 2 Furious (Fast and the Furious 2, The)",,Action,Crime,Thriller,,2003,
6385,Whale Rider,,Drama,,,,2002,
6387,Once a Thief (Zong heng si hai),,Action,Comedy,Crime|Thriller,,1991,
6388,Regeneration,,Drama,War,,,1997,
6390,Silk Stockings,,Musical,,,,1957,
6391,Snowball Express,,Children,Comedy,,,1972,
6392,"Man Called Horse, A",,Adventure,Drama,Western,,1970,
6401,Rio Lobo,,Adventure,Romance,War|Western,,1970,
6407,"Walk, Don't Run",,Comedy,Romance,,,1966,
6409,Bend of the River,,Western,,,,1952,
6410,Car Wash,,Comedy,,,,1976,
6411,Come September,,Comedy,,,,1961,
6412,Destry Rides Again,,Comedy,Western,,,1939,
6413,"Electric Horseman, The",,Comedy,Western,,,1979,
6416,King Rat,,Drama,War,,,1965,
6417,Live Wire,,Action,,,,1992,
6422,Shenandoah,,Drama,War,Western,,1965,
6423,Straight Talk,,Comedy,,,,1992,
6424,Oscar,,Comedy,Crime,Mystery|Romance,,1991,
6425,"6th Man, The (Sixth Man, The)",,Comedy,,,,1997,
6426,"Far Country, The",,Western,,,,1954,
6427,"Railway Children, The",,Children,Drama,,,1970,
6428,Two Mules for Sister Sara,,Comedy,War,Western,,1970,
6429,Winchester '73,,Western,,,,1950,
6431,Battle Cry,,Drama,War,,,1955,
6433,"Man with the Movie Camera, The (Chelovek s kino-apparatom)",,Documentary,,,,1929,
6434,"Objective, Burma!",,War,,,,1945,
6436,This Boy's Life,,Drama,,,,1993,
6437,13 Rue Madeleine,,Thriller,War,,,1947,
6439,Attack!,,Drama,War,,,1956,
6440,Barton Fink,A renowned New York playwright is enticed to California to write for the movies and discovers the hellish truth of Hollywood.,Drama,Thriller,,Joel Coen,1991,"https://m.media-amazon.com/images/M/MV5BMTgxMDMxMTctNDY0Zi00ZmNlLWFlYmQtODA2YjY4MDk4MjU1XkEyXkFqcGdeQXVyNTc1NTQxODI@._V1_UX67_CR0,0,67,98_AL_.jpg"
6441,Battle of Britain,,War,,,,1969,
6442,Belle époque,,Comedy,Romance,,,1992,
6443,"Big Trail, The",,Adventure,Romance,Western,,1930,
6446,"Comancheros, The",,Action,Adventure,Drama|Romance,,1961,
6447,Duel at Diablo,,War,,,,1966,
6448,"Flight of the Phoenix, The",,Action,Adventure,Drama,,1965,
6449,From the Terrace,,Drama,,,,1960,
6450,"Heaven Knows, Mr. Allison",,Drama,War,,,1957,
6451,"Hot Rock, The",,Comedy,Crime,,,1972,
6452,"Long, Hot Summer, The",,Drama,,,,1958,
6453,Man of Aran,,Documentary,,,,1934,
6454,Music Box,,Drama,,,,1989,
6455,North to Alaska,,Comedy,Western,,,1960,
6457,Sink the Bismark!,,Action,Drama,War,,1960,
6458,"Blue Max, The",,Adventure,Drama,War,,1966,
6459,"Desert Fox, The",,Drama,War,,,1951,
6460,"Trial, The (Procès, Le)",,Drama,,,,1962,
6461,"Unforgiven, The",,Drama,Western,,,1960,
6464,Good Burger,,Children,Comedy,,,1997,
6466,Mississippi Masala,,Drama,Romance,,,1991,
6467,Quai des Orfèvres (Jenny Lamour),,Crime,Drama,,,1947,
6471,Defense of the Realm,,Thriller,,,,1986,
6473,Half Moon Street,,Drama,Thriller,,,1986,
6476,Shattered,,Mystery,Thriller,,,1991,
6477,"Song of Bernadette, The",,Drama,,,,1943,
6478,"Life and Times of Judge Roy Bean, The",,Comedy,Western,,,1972,
6480,Thoroughly Modern Millie,,Comedy,Musical,,,1967,
6482,Dumb and Dumberer: When Harry Met Lloyd,,Comedy,,,,2003,
6483,From Justin to Kelly,,Musical,Romance,,,2003,
6484,Hollywood Homicide,,Action,Crime,Drama,,2003,
6485,Rugrats Go Wild!,,Adventure,Animation,Children|Comedy,,2003,
6486,"Hard Word, The",,Comedy,Crime,Drama|Thriller,,2002,
6488,Jet Lag (Décalage horaire),,Comedy,Romance,,,2002,
6493,Alex and Emma,,Comedy,Drama,Romance,,2003,
6495,Experiment in Terror,,Crime,Thriller,,,1962,
6497,Is Paris Burning? (Paris brûle-t-il?),,Drama,War,,,1966,
6499,Orphans of the Storm,,Drama,,,,1921,
6500,"Satanic Rites of Dracula, The",,Horror,,,,1974,
6502,28 Days Later,,Action,Horror,Sci-Fi,,2002,
6503,Charlie's Angels: Full Throttle,,Action,Adventure,Comedy|Crime|Thriller,,2003,
6506,Fulltime Killer (Chuen jik sat sau),,Action,Thriller,,,2001,
6508,"Bank, The",,Thriller,,,,2001,
6509,Ali: Fear Eats the Soul (Angst essen Seele auf),,Drama,Romance,,,1974,
6516,Anastasia,,Drama,,,,1956,
6517,"Babe, The",,Drama,,,,1992,
6518,Flight of the Intruder,,Action,War,,,1991,
6519,Fun with Dick and Jane,,Comedy,,,,1977,
6520,Knights of the Round Table,,Adventure,Drama,,,1953,
6521,"Main Event, The",,Comedy,,,,1979,
6523,Mr. Baseball,,Comedy,Romance,,,1992,
6524,Never on Sunday (Pote tin Kyriaki),,Comedy,Drama,,,1960,
6527,Scaramouche,,Adventure,Romance,,,1952,
6528,Start the Revolution Without Me,,Comedy,,,,1970,
6530,"Tenant, The (Locataire, Le)",,Drama,Horror,Mystery|Thriller,,1976,
6531,"Hour of the Pig, The",,Crime,Drama,Mystery,,1993,
6532,Up the Sandbox,,Comedy,,,,1972,
6533,"What's Up, Doc?",,Comedy,,,,1972,
6534,Hulk,,Action,Adventure,Sci-Fi,,2003,
6535,"Legally Blonde 2: Red, White & Blonde",,Comedy,,,,2003,
6536,Sinbad: Legend of the Seven Seas,,Adventure,Animation,Children|Fantasy,,2003,
6537,Terminator 3: Rise of the Machines,,Action,Adventure,Sci-Fi,,2003,
6538,Swimming Pool,,Drama,Mystery,Thriller,,2003,
6539,Pirates of the Caribbean: The Curse of the Black Pearl,"Blacksmith Will Turner teams up with eccentric pirate ""Captain"" Jack Sparrow to save his love, the governor's daughter, from Jack's former pirate allies, who are now undead.",Action,Adventure,Comedy|Fantasy,Gore Verbinski,2003,"https://m.media-amazon.com/images/M/MV5BNGYyZGM5MGMtYTY2Ni00M2Y1LWIzNjQtYWUzM2VlNGVhMDNhXkEyXkFqcGdeQXVyMTMxODk2OTU@._V1_UX67_CR0,0,67,98_AL_.jpg"
6541,"League of Extraordinary Gentlemen, The (a.k.a. LXG)",,Action,Fantasy,Sci-Fi,,2003,
6545,I Capture the Castle,,Drama,Romance,,,2003,
6547,Northfork,,Drama,Fantasy,,,2003,
6548,Bad Boys II,,Action,Comedy,Crime|Thriller,,2003,
6549,How to Deal,,Comedy,Drama,Romance,,2003,
6550,Johnny English,,Action,Comedy,Thriller,,2003,
6552,Dirty Pretty Things,,Crime,Drama,Thriller,,2002,
6554,Garage Days,,Comedy,Musical,,,2002,
6558,Curly Sue,,Comedy,Drama,,,1991,
6559,Little Giants,,Children,Comedy,,,1994,
6560,Loose Cannons,,Action,Comedy,,,1990,
6561,"Mouse That Roared, The",,Comedy,War,,,1959,
6562,Spencer's Mountain,,Comedy,Drama,,,1963,
6564,Lara Croft Tomb Raider: The Cradle of Life,,Action,Adventure,Comedy|Romance|Thriller,,2003,
6565,Seabiscuit,,Drama,,,,2003,
6566,Spy Kids 3-D: Game Over,,Action,Adventure,Children,,2003,
6567,Buffalo Soldiers,,Comedy,Crime,Drama|War,,2001,
6568,Camp,,Comedy,Musical,,,2003,
6569,Hotel,,Comedy,,,,2001,
6572,Scorched,,Comedy,Crime,,,2003,
6573,Avanti!,,Comedy,Drama,,,1972,
6574,Eve of Destruction,,Action,Sci-Fi,Thriller,,1991,
6575,Gator,,Action,Drama,,,1976,
6579,"One, Two, Three",,Comedy,,,,1961,
6581,"Private Life of Sherlock Holmes, The",,Comedy,Drama,Mystery,,1970,
6582,Remo Williams: The Adventure Begins,,Action,Comedy,Crime|Thriller,,1985,
6583,"Blood of Heroes, The (Salute of the Jugger, The)",,Action,Sci-Fi,,,1989,
6584,"What's Up, Tiger Lily?",,Adventure,Comedy,Crime|Thriller,,1966,
6586,American Wedding (American Pie 3),,Comedy,,,,2003,
6587,Gigli,,Comedy,Crime,Romance,,2003,
6588,And Now... Ladies and Gentlemen...,,Romance,Thriller,,,2002,
6591,"Magdalene Sisters, The",,Drama,,,,2002,
6592,"Secret Lives of Dentists, The",,Drama,,,,2002,
6593,Freaky Friday,,Children,Comedy,Fantasy,,2003,
6595,S.W.A.T.,,Action,Thriller,,,2003,
6596,"Divorce, Le",,Comedy,Drama,Romance,,2003,
6597,"Princess Blade, The (Shura Yukihime)",,Action,Sci-Fi,,,2001,
6598,Step Into Liquid,,Documentary,,,,2002,
6599,Accattone,,Drama,,,,1961,
6602,Brain Damage,,Comedy,Horror,,,1988,
6603,"Double Life, A",,Crime,Drama,Film-Noir,,1947,
6605,"Man in the Glass Booth, The",,Drama,,,,1975,
6609,"Gospel According to St. Matthew, The (Vangelo secondo Matteo, Il)",,Drama,,,,1964,
6611,Umberto D.,,Drama,,,,1952,
6613,"Day of the Dolphin, The",,Drama,,,,1973,
6614,I Love You to Death,,Comedy,Crime,,,1990,
6615,Freddy vs. Jason,,Action,Horror,Thriller,,2003,
6616,Grind,,Action,Comedy,,,2003,
6617,Open Range,,Western,,,,2003,
6618,Shaolin Soccer (Siu lam juk kau),,Action,Comedy,,,2001,
6619,Uptown Girls,,Comedy,,,,2003,
6620,American Splendor,,Comedy,Drama,,,2003,
6622,Carnages (a.k.a. Carnage),,Drama,,,,2002,
6623,Passionada,,Comedy,Romance,,,2002,
6624,Agent Cody Banks,,Action,Adventure,Children|Fantasy,,2003,
6626,"Cemetery Club, The",,Comedy,Drama,Romance,,1993,
6628,Hot Dog... The Movie,,Comedy,,,,1984,
6629,House of Wax,,Crime,Horror,Mystery|Thriller,,1953,
6630,"Inn of the Sixth Happiness, The",,Adventure,Drama,,,1958,
6634,Rowing with the Wind (Remando al viento),,Drama,Romance,,,1988,
6635,"Rachel Papers, The",,Drama,Romance,,,1989,
6636,"Sure Thing, The",,Comedy,Romance,,,1985,
6637,Thrashin',,Action,Drama,,,1986,
6638,Valley Girl,,Comedy,Romance,,,1983,
6639,Wait Until Dark,A recently blinded woman is terrorized by a trio of thugs while they search for a heroin-stuffed doll they believe is in her apartment.,Drama,Thriller,,Terence Young,1967,"https://m.media-amazon.com/images/M/MV5BMTQyNTAzOTI3NF5BMl5BanBnXkFtZTcwNTM0Mjg0Mg@@._V1_UX67_CR0,0,67,98_AL_.jpg"
6642,Showdown in Little Tokyo,,Action,Crime,,,1991,
6643,Tokyo Story (Tôkyô monogatari),,Drama,,,,1953,
6645,THX 1138,,Action,Adventure,Drama|Sci-Fi,,1971,
6647,"Business of Fancydancing, The",,Drama,,,,2002,
6650,Kind Hearts and Coronets,A distant poor relative of the Duke D'Ascoyne plots to inherit the title by murdering the eight other heirs who stand ahead of him in the line of succession.,Comedy,Drama,,Robert Hamer,1949,"https://m.media-amazon.com/images/M/MV5BZjc1Yzc0ZmItMzU1OS00OWVlLThmYTctMWNlYmFlMjkxMzc0XkEyXkFqcGdeQXVyNTA1NjYyMDk@._V1_UY98_CR32,0,67,98_AL_.jpg"
6651,Ash Wednesday,,Crime,Drama,,,2002,
6652,Joe Kidd,,Western,,,,1972,
6657,"Beast from 20,000 Fathoms, The",,Sci-Fi,,,,1953,
6658,10,,Comedy,Romance,,,1979,
6659,Tremors,,Comedy,Horror,Sci-Fi,,1990,
6660,"Red Shoes, The",,Drama,Fantasy,Musical|Romance,,1948,
6662,"Pink Panther, The",,Comedy,Crime,,,1963,
6663,"Pink Panther Strikes Again, The",,Comedy,Crime,,,1976,
6664,Commando,,Action,Adventure,,,1985,
6665,Dracula,,Horror,Romance,,,1979,
6666,"Discreet Charm of the Bourgeoisie, The (Charme discret de la bourgeoisie, Le)",,Comedy,Drama,Fantasy,,1972,
6667,Waco: The Rules of Engagement,,Documentary,,,,1997,
6668,"Road Home, The (Wo de fu qin mu qin)",,Drama,Romance,,,1999,
6669,Ikiru,A bureaucrat tries to find a meaning in his life after he discovers he has terminal cancer.,Drama,,,Akira Kurosawa,1952,"https://m.media-amazon.com/images/M/MV5BZmM0NGY3Y2MtMTA1YS00YmQzLTk2YTctYWFhMDkzMDRjZWQzXkEyXkFqcGdeQXVyNTA4NzY1MzY@._V1_UX67_CR0,0,67,98_AL_.jpg"
6671,"Angel at My Table, An",,Drama,,,,1990,
6672,War Photographer,,Documentary,War,,,2001,
6678,"Handmaid's Tale, The",,Drama,Sci-Fi,,,1990,
6679,Revolution OS,,Documentary,,,,2001,
6682,Earth,,Drama,War,,,1998,
6683,Fire,,Drama,,,,1996,
6684,Death in Venice (Morte a Venezia),,Drama,Romance,,,1971,
6685,Marci X,,Comedy,Musical,,,2003,
6686,"Medallion, The",,Action,Comedy,Crime|Fantasy,,2003,
6687,My Boss's Daughter,,Comedy,Romance,,,2003,
6690,Don't Tempt Me (Sin noticias de Dios),,Comedy,Fantasy,Mystery,,2001,
6695,Jeepers Creepers 2,,Horror,Thriller,,,2003,
6696,Bollywood/Hollywood,,Comedy,Drama,Musical|Romance,,2002,
6699,Once Upon a Time in the Midlands,,Drama,,,,2002,
6700,"Other Side of the Bed, The (Otro lado de la cama, El)",,Comedy,Drama,Musical|Romance,,2002,
6701,Zero Day,,Drama,,,,2002,
6703,"Order, The",,Horror,Mystery,Thriller,,2003,
6707,Cabin Fever,,Horror,Thriller,,,2002,
6708,Matchstick Men,,Comedy,Crime,Drama,,2003,
6709,Once Upon a Time in Mexico,,Action,Adventure,Crime|Thriller,,2003,
6710,Dummy,,Comedy,Drama,Romance,,2002,
6711,Lost in Translation,A faded movie star and a neglected young woman form an unlikely bond after crossing paths in Tokyo.,Comedy,Drama,Romance,Sofia Coppola,2003,"https://m.media-amazon.com/images/M/MV5BMTI2NDI5ODk4N15BMl5BanBnXkFtZTYwMTI3NTE3._V1_UX67_CR0,0,67,98_AL_.jpg"
6713,Millennium Actress (Sennen joyû),,Animation,Drama,Romance,,2001,
6714,So Close (Chik Yeung Tin Sai),,Action,Comedy,Romance|Thriller,,2002,
6720,Kuffs,,Action,Comedy,Crime,,1992,
6721,Once Upon a Time in China (Wong Fei Hung),,Action,Adventure,Drama,,1991,
6722,Once Upon a Time in China II (Wong Fei-hung Ji Yi: Naam yi dong ji keung),,Action,Romance,,,1992,
6723,Once Upon a Time in China III (Wong Fei-hung tsi sam: Siwong tsangba),,Action,,,,1993,
6724,Paper Moon,"During the Great Depression, a con man finds himself saddled with a young girl who may or may not be his daughter, and the two forge an unlikely partnership.",Comedy,Crime,Drama,Peter Bogdanovich,1973,"https://m.media-amazon.com/images/M/MV5BOWVmYzQwY2MtOTBjNi00MDNhLWI5OGMtN2RiMDYxODI3MjU5XkEyXkFqcGdeQXVyMjUzOTY1NTc@._V1_UX67_CR0,0,67,98_AL_.jpg"
6725,Sgt. Pepper's Lonely Hearts Club Band,,Adventure,Musical,,,1978,
6728,"Ugly American, The",,Drama,,,,1963,
6729,"Bostonians, The",,Drama,Romance,,,1984,
6731,Day of the Dead,,Horror,Sci-Fi,Thriller,,1985,
6732,"Hello, Dolly!",,Comedy,Musical,Romance,,1969,
6734,Memoirs of an Invisible Man,,Comedy,Romance,Sci-Fi|Thriller,,1992,
6735,"Rose, The",,Drama,,,,1979,
6736,See No Evil,,Crime,Drama,Horror|Thriller,,1971,
6740,Bingo,,Adventure,Comedy,,,1991,
6743,Jungle Book,,Adventure,Fantasy,,,1942,
6744,Once Bitten,,Comedy,Horror,,,1985,
6746,Squirm,,Horror,Romance,,,1976,
6747,"Adventures of Huckleberry Finn, The",,Adventure,Children,,,1960,
6748,"Brood, The",,Horror,,,,1979,
6749,"Prince and the Pauper, The",,Adventure,Drama,,,1937,
6750,Anything Else,,Comedy,Drama,Romance,,2003,
6751,Cold Creek Manor,,Drama,Thriller,,,2003,
6753,Secondhand Lions,,Children,Comedy,Drama,,2003,
6754,Underworld,,Action,Fantasy,Horror,,2003,
6755,Bubba Ho-tep,,Comedy,Horror,,,2002,
6759,Close Your Eyes (Hypnotic) (Doctor Sleep),,Crime,Thriller,,,2002,
6760,In This World,,Adventure,Drama,,,2002,
6763,Duplex,,Comedy,Crime,,,2003,
6764,"Rundown, The",,Action,Adventure,Comedy,,2003,
6765,Under the Tuscan Sun,,Comedy,Drama,Romance,,2003,
6768,Luther,,Drama,,,,2003,
6772,To Be and to Have (Être et avoir),,Documentary,,,,2002,
6773,"Triplets of Belleville, The (Les triplettes de Belleville)",,Animation,Comedy,Fantasy,,2003,
6774,Videodrome,,Fantasy,Horror,Sci-Fi|Thriller,,1983,
6776,Lagaan: Once Upon a Time in India,The people of a small village in Victorian India stake their future on a game of cricket against their ruthless British rulers.,Comedy,Drama,Musical|Romance,Ashutosh Gowariker,2001,"https://m.media-amazon.com/images/M/MV5BNDYxNWUzZmYtOGQxMC00MTdkLTkxOTctYzkyOGIwNWQxZjhmXkEyXkFqcGdeQXVyNjU0OTQ0OTY@._V1_UX67_CR0,0,67,98_AL_.jpg"
6777,Judgment at Nuremberg,"In 1948, an American court in occupied Germany tries four Nazis judged for war crimes.",Drama,,,Stanley Kramer,1961,"https://m.media-amazon.com/images/M/MV5BNDc2ODQ5NTE2MV5BMl5BanBnXkFtZTcwODExMjUyNA@@._V1_UX67_CR0,0,67,98_AL_.jpg"
6778,Journey of Hope (Reise der Hoffnung),,Drama,,,,1990,
6779,"Same Time, Next Year",,Comedy,Drama,Romance,,1978,
6780,"Brief History of Time, A",,Documentary,,,,1991,
6783,"Rules of the Game, The (La règle du jeu)",,Comedy,Drama,,,1939,
6785,Seven Brides for Seven Brothers,,Comedy,Musical,Romance|Western,,1954,
6786,Kiss of the Spider Woman,,Drama,,,,1985,
6787,All the President's Men,"""The Washington Post"" reporters Bob Woodward and Carl Bernstein uncover the details of the Watergate scandal that leads to President Richard Nixon's resignation.",Drama,Thriller,,Alan J. Pakula,1976,"https://m.media-amazon.com/images/M/MV5BOWI2YWQxM2MtY2U4Yi00YjgzLTgwNzktN2ExNTgzNTIzMmUzXkEyXkFqcGdeQXVyMTAwMzUyOTc@._V1_UX67_CR0,0,67,98_AL_.jpg"
6790,Avalon,,Drama,Fantasy,Sci-Fi,,2001,
6791,Babette's Feast (Babettes gæstebud),,Drama,,,,1987,
6793,Beethoven,,Children,Comedy,Drama,,1992,
6794,Beethoven's 2nd,,Children,Comedy,,,1993,
6795,Black Moon Rising,,Action,Crime,Sci-Fi|Thriller,,1986,
6796,Boyz N the Hood,,Crime,Drama,,,1991,
6797,Bugsy,,Crime,Drama,,,1991,
6798,Bugsy Malone,,Children,Comedy,Crime|Musical,,1976,
6800,Cobra,,Action,Crime,,,1986,
6802,Consenting Adults,,Thriller,,,,1992,
6803,Phenomena (a.k.a. Creepers),,Horror,Mystery,Thriller,,1985,
6805,Crying Freeman,,Action,Crime,Thriller,,1995,
6806,Time and Tide (Seunlau Ngaklau),,Action,Crime,Thriller,,2000,
6807,Monty Python's The Meaning of Life,,Comedy,,,,1983,
6808,Where Eagles Dare,"Allied agents stage a daring raid on a castle where the Nazis are holding American brigadier general George Carnaby prisoner, but that's not all that's really going on.",Action,Adventure,War,Brian G. Hutton,1968,"https://m.media-amazon.com/images/M/MV5BNGE3ZWZiNzktMDIyOC00ZmVhLThjZTktZjQ5NjI4NGVhMDBlXkEyXkFqcGdeQXVyMjI4MjA5MzA@._V1_UX67_CR0,0,67,98_AL_.jpg"
6809,Tightrope,,Thriller,,,,1984,
6810,Sleeping with the Enemy,,Drama,Thriller,,,1991,
6811,PCU,,Comedy,,,,1994,
6812,"Rookie, The",,Action,Comedy,Thriller,,1990,
6815,Into the Night,,Action,Comedy,Drama|Thriller,,1985,
6816,Three O'Clock High,,Comedy,,,,1987,
6817,"White Hunter, Black Heart",,Adventure,Drama,,,1990,
6818,Come and See (Idi i smotri),,Drama,War,,,1985,
6819,"Rage in Harlem, A",,Crime,,,,1991,
6820,Ginger Snaps,,Drama,Horror,Thriller,,2000,
6821,More American Graffiti,,Comedy,,,,1979,
6823,Under Suspicion,,Crime,Drama,Thriller,,1992,
6827,It's Pat,,Comedy,,,,1994,
6828,"Sunday in the Country, A (Un dimanche à la campagne)",,Drama,,,,1984,
6830,Sudden Fear,,Film-Noir,Horror,Thriller,,1952,
6832,Regarding Henry,,Drama,,,,1991,
6837,Love Affair,,Comedy,Drama,Romance,,1939,
6840,"Hospital, The",,Comedy,Drama,,,1971,
6842,Images,,Drama,Fantasy,Horror,,1972,
6843,Eureka,,Drama,,,,1986,
6850,Leap of Faith,,Comedy,Drama,,,1992,
6852,In Cold Blood,,Crime,Drama,,,1967,
6854,"Bedford Incident, The",,Drama,Thriller,War,,1965,
6856,Yankee Doodle Dandy,,Drama,Musical,,,1942,
6857,Ninja Scroll (Jûbei ninpûchô),,Action,Adventure,Animation|Fantasy,,1995,
6858,Knife in the Water (Nóz w wodzie),,Drama,,,,1962,
6859,"Devil and Daniel Webster, The (All That Money Can Buy)",,Drama,Fantasy,,,1941,
6862,Out of Time,,Crime,Drama,Thriller,,2003,
6863,School of Rock,,Comedy,Musical,,,2003,
6864,"Concert for George, The",,Documentary,Musical,,,2003,
6867,"Station Agent, The",,Comedy,Drama,,,2003,
6868,Wonderland,,Crime,Drama,Mystery|Thriller,,2003,
6869,Bus 174 (Ônibus 174),,Crime,Documentary,,,2002,
6870,Mystic River,The lives of three men who were childhood friends are shattered when one of them has a family tragedy.,Crime,Drama,Mystery,Clint Eastwood,2003,"https://m.media-amazon.com/images/M/MV5BMTIzNDUyMjA4MV5BMl5BanBnXkFtZTYwNDc4ODM3._V1_UX67_CR0,0,67,98_AL_.jpg"
6873,Intolerable Cruelty,,Comedy,Romance,,,2003,
6874,Kill Bill: Vol. 1,"After awakening from a four-year coma, a former assassin wreaks vengeance on the team of assassins who betrayed her.",Action,Crime,Thriller,Quentin Tarantino,2003,"https://m.media-amazon.com/images/M/MV5BNzM3NDFhYTAtYmU5Mi00NGRmLTljYjgtMDkyODQ4MjNkMGY2XkEyXkFqcGdeQXVyNzkwMjQ5NzM@._V1_UX67_CR0,0,67,98_AL_.jpg"
6876,"Flower of Evil, The (Fleur du mal, La)",,Drama,,,,2003,
6879,Runaway Jury,,Drama,Thriller,,,2003,
6880,"Texas Chainsaw Massacre, The",,Horror,,,,2003,
6881,Pieces of April,,Comedy,Drama,,,2003,
6882,Returner (Ritaanaa),,Action,Adventure,Sci-Fi,,2002,
6883,Sylvia,,Drama,Romance,,,2003,
6884,Veronica Guerin,,Crime,Drama,Thriller,,2003,
6885,In the Cut,,Crime,Drama,Mystery|Romance|Thriller,,2003,
6886,Beyond Borders,,Drama,Romance,War,,2003,
6887,Radio,,Drama,,,,2003,
6888,Scary Movie 3,,Comedy,Horror,,,2003,
6889,Brother Bear,,Adventure,Animation,Children,,2003,
6890,Elephant,,Drama,,,,2003,
6893,"Italian Job, The",,Action,Comedy,Crime,,1969,
6896,Shoah,,Documentary,War,,,1985,
6898,Sweet Sixteen,,Drama,,,,2002,
6900,Black Sunday,,Action,Drama,Thriller,,1977,
6902,Interstate 60,,Adventure,Comedy,Drama|Fantasy|Mystery|Sci-Fi|Thriller,,2002,
6909,"Eye, The (Gin gwai) (Jian gui)",,Thriller,,,,2002,
6910,Kronos (a.k.a. Captain Kronos: Vampire Hunter),,Horror,,,,1973,
6912,You'll Never Get Rich,,Comedy,Musical,Romance,,1941,
6914,Preaching to the Perverted,,Comedy,Drama,,,1997,
6918,"Unvanquished, The (Aparajito)",,Drama,,,,1957,
6920,"Cercle Rouge, Le (Red Circle, The)",,Crime,Thriller,,,1970,
6921,Man of Marble (Czlowiek z Marmuru),,Drama,,,,1977,
6923,Sherlock Holmes and the Voice of Terror,,Crime,Mystery,War,,1942,
6924,Sherlock Holmes Faces Death,,Crime,Mystery,,,1943,
6925,Sherlock Holmes in Washington,,Crime,Mystery,,,1943,
6926,"Solid Gold Cadillac, The",,Comedy,,,,1956,
6927,"Human Stain, The",,Drama,Romance,Thriller,,2003,
6932,Shattered Glass,,Crime,Drama,,,2003,
6934,"Matrix Revolutions, The",,Action,Adventure,Sci-Fi|Thriller|IMAX,,2003,
6935,"Revolution Will Not Be Televised, The (a.k.a. Chavez: Inside the Coup)",,Documentary,,,,2003,
6936,Elf,,Children,Comedy,Fantasy,,2003,
6938,Billabong Odyssey,,Documentary,,,,2003,
6940,In My Skin (Dans ma Peau),,Drama,,,,2002,
6942,Love Actually,,Comedy,Drama,Romance,,2003,
6944,Father of the Bride,,Comedy,,,,1991,
6945,My Architect: A Son's Journey,,Documentary,,,,2003,
6946,Looney Tunes: Back in Action,,Action,Animation,Children|Fantasy,,2003,
6947,Master and Commander: The Far Side of the World,,Adventure,Drama,War,,2003,
6948,Tupac: Resurrection,,Documentary,,,,2003,
6949,"Big Empty, The",,Comedy,Mystery,Sci-Fi,,2003,
6950,"Missing, The",,Adventure,Thriller,Western,,2003,
6951,"Cat in the Hat, The",,Children,Comedy,,,2003,
6952,Gothika,,Horror,Thriller,,,2003,
6953,21 Grams,"A freak accident brings together a critically ill mathematician, a grieving mother, and a born-again ex-con.",Crime,Drama,Mystery|Romance|Thriller,Alejandro G. Iñárritu,2003,"https://m.media-amazon.com/images/M/MV5BMjA4MjI2OTM5N15BMl5BanBnXkFtZTcwNDA1NjUzMw@@._V1_UX67_CR0,0,67,98_AL_.jpg"
6954,"Barbarian Invasions, The (Les invasions barbares)",,Comedy,Crime,Drama|Mystery|Romance,,2003,
6957,Bad Santa,,Comedy,Crime,,,2003,
6958,"Haunted Mansion, The",,Children,Comedy,Fantasy|Horror,,2003,
6959,Timeline,,Action,Adventure,Sci-Fi,,2003,
6961,Damage (Fatale),,Drama,,,,1992,
6963,Devil's Playground,,Documentary,,,,2002,
6964,Dance with a Stranger,,Crime,Drama,Thriller,,1985,
6966,Darkman,,Action,Crime,Fantasy|Sci-Fi|Thriller,,1990,
6967,Dead of Night,,Horror,Mystery,,,1945,
6970,Desk Set,,Comedy,Romance,,,1957,
6971,Europa (Zentropa),,Drama,Thriller,,,1991,
6973,Final Analysis,,Drama,Romance,Thriller,,1992,
6974,"Freshman, The",,Comedy,Crime,,,1990,
6975,Funny Games,"Two violent young men take a mother, father, and son hostage in their vacation cabin and force them to play sadistic ""games"" with one another for their own amusement.",Drama,Horror,Thriller,Michael Haneke,1997,"https://m.media-amazon.com/images/M/MV5BMTkyNTAzZDYtNWUzYi00ODVjLTliZjYtNjc2YzJmODZhNTg3XkEyXkFqcGdeQXVyNjUxMDQ0MTg@._V1_UY98_CR6,0,67,98_AL_.jpg"
6977,New Jack City,,Action,Crime,Drama,,1991,
6979,WarGames,,Drama,Sci-Fi,Thriller,,1983,
6980,Mr. Hobbs Takes a Vacation,,Comedy,,,,1962,
6981,"Ordet (Word, The)",,Drama,,,,1955,
6982,Forbidden Games (Jeux interdits),,Drama,War,,,1952,
6983,Jane Eyre,,Drama,Romance,,,1944,
6984,"Tale of Two Cities, A",,Drama,,,,1935,
6985,"Passion of Joan of Arc, The (Passion de Jeanne d'Arc, La)",,Drama,,,,1928,
6986,Ben-Hur: A Tale of the Christ,,Adventure,Drama,,,1925,
